"Dev_MaxLS";"CWM_MaxLS";"Aridity";"Woody";"Grazing";"Lattitude";"Long_cos";"Long_sin";"Elevation";"MAT";"Site_ID"
"\"163\"";0.058517400158705;8.12852478557021;0.8709;0.9984;3;47.66534;0.294811215838653;-0.955555517495313;334;5.5;"\"51\""
"\"164\"";0.111914662031936;9.18852115290348;0.878;0.9942;2;47.65938;0.28057003566297;-0.959833555929401;343;5.5;"\"51\""
"\"165\"";0.092749774729411;8.66588739512448;0.8802;0.9688;1;47.6537;0.25310454359322;-0.967438933479766;359;5.5;"\"51\""
"\"166\"";0.118300844528256;11.2344222009421;0.7779;0.9352;3;0.68808;0.997426940704264;-0.0716902919322667;895;23.8;"\"52\""
"\"167\"";0.102460379462443;10.4288975654664;0.7761;0.8376;2;0.68808;0.996093335158356;-0.0883066682255795;896;23.6;"\"52\""
"\"168\"";0.181664295859297;11.6922867683036;0.7704;0.7994;1;0.68861;0.995714587556822;-0.0924795119285759;899;23.5;"\"52\""
"\"169\"";0.0450071535292901;6.69095148642914;0.5573;0.0757;3;0.24289;0.407773677938952;-0.913083034329376;1866;17.1;"\"53\""
"\"170\"";0.0477974185459811;7.52400121280731;0.5391;0.1172;2;0.21658;0.438783537613978;-0.898592792714788;1855;17.2;"\"53\""
"\"171\"";0.07356443687449;9.46328079207073;0.5503;0.2754;1;0.21792;0.443387524722863;-0.896330018977459;1853;17.2;"\"53\""
"\"172\"";0.243186205371112;12.3191997435798;0.8875;0.8341;3;26.59771;-0.981467283144706;0.191629778783334;1129;20.2;"\"54\""
"\"173\"";0.161197723421999;11.3815368671306;0.8881;0.2951;2;26.59797;-0.98379667590376;0.179287758870236;1127;20.2;"\"54\""
"\"174\"";0.178870212552341;10.3824838478089;0.889;0.1653;1;26.59927;-0.986050880027735;0.166444170809702;1124;20.2;"\"54\""
"\"175\"";0.174794812116774;9.68215319463391;0.9143;5e-04;3;44.81247;-0.998188098517343;-0.0601707568369544;950;3.8;"\"55\""
"\"176\"";0.186630289144602;9.04723695691204;0.9144;0.4216;2;44.81197;-0.998075694654898;-0.06200732004483;953;3.8;"\"55\""
"\"177\"";0.0797623784166194;7.53276721266782;0.9144;0.5465;1;44.81171;-0.997902695604585;-0.0647318322396605;948;3.8;"\"55\""
"\"178\"";0.0147607910666102;6.86455683421567;0.9142;0.2228;0;44.81085;-0.99754420239418;-0.0700397335072028;955;3.8;"\"55\""
"\"179\"";0.0864430616901905;8.67682415182979;0.918;0.9734;3;44.87133;-0.974472468958199;-0.224507031610396;896;3.9;"\"56\""
"\"180\"";0.129084737277614;9.23579470705755;0.918;0.9647;2;44.86871;-0.975637696041817;-0.219387980669442;894;3.9;"\"56\""
"\"181\"";0.0968582869531635;10.0670830661502;0.918;0.9997;1;44.86707;-0.975954782863369;-0.217973075874327;893;3.9;"\"56\""
"\"182\"";0.11086165640334;9.35751280478051;0.9196;0.673;0;44.86254;-0.977412311003934;-0.21134136911156;892;3.9;"\"56\""
"\"183\"";0.159600260616772;9.28829831474259;0.9182;0.9295;3;44.85478;-0.958121650947348;-0.286361488307924;903;3.7;"\"57\""
"\"184\"";0.217282360869587;8.92255356659196;0.9182;0.6742;2;44.85377;-0.959248127046827;-0.282565091186356;901;3.7;"\"57\""
"\"185\"";0.0670048333243078;9.00020062254564;0.9183;0.9994;1;44.85123;-0.96054889826964;-0.278111154096667;901;3.7;"\"57\""
"\"186\"";0.136254132686585;10.0582488047371;0.9183;0.9418;0;44.85214;-0.961560349263876;-0.274593690247124;900;3.7;"\"57\""
"\"187\"";0.043495198809125;11.2773344967158;0.8974;0.316;3;-23.25335;0.928610500403976;-0.371055977636094;1334;19.8;"\"58\""
"\"188\"";0.135186202622625;11.5562524831939;0.8975;0.1248;2;-23.2529;0.927560431595286;-0.373673180384633;1335;19.9;"\"58\""
"\"189\"";0.0244685592102007;9.09806136047283;0.8975;0.0565;1;-23.25237;0.926408885654785;-0.376519025521764;1335;19.9;"\"58\""
"\"190\"";0.116289245452478;11.9296680782497;0.8454;0.6237;3;-21.9806;0.958468315561818;0.285199032368783;1523;19.2;"\"59\""
"\"191\"";0.119219740520502;12.0999615956142;0.8459;0.5895;2;-21.98445;0.957458479144224;0.288571067009203;1523;19.2;"\"59\""
"\"192\"";0.105993591219484;11.3198760254137;0.8459;0.2448;1;-21.9896;0.957111504576899;0.289719809137286;1524;19.2;"\"59\""
"\"193\"";0.0752816531510207;11.9577954261574;0.8049;0.9549;3;-19.06835;0.997910006896258;0.0646190230219386;1206;22.3;"\"60\""
"\"194\"";0.124077232408646;10.8613418064963;0.8052;0.9;2;-19.07036;0.997747353998654;0.0670836611156854;1207;22.3;"\"60\""
"\"195\"";0.0730794548773542;11.4124163624238;0.8052;0.9052;1;-19.07367;0.997500801247091;0.0706551591280545;1218;22.3;"\"60\""
"\"196\"";NA;8.56915293034695;0.9644;0;3;-24.05694;-0.99635335521968;-0.085322866468997;873;19.6;"\"61\""
"\"197\"";NA;8.97891260107428;0.9645;0;2;-24.05342;-0.996593303401938;-0.0824729508045702;870;19.6;"\"61\""
"\"198\"";NA;8.94906218418052;0.9644;0;1;-24.04877;-0.996987006739134;-0.0775687333488315;866;19.7;"\"61\""
"\"199\"";0;0;0.9478;0;3;-22.95753;-0.99083482157086;0.135079074480995;1041;20;"\"62\""
"\"200\"";0.0515339326359218;6.39875814659623;0.949;0;2;-22.95814;-0.989321126243533;0.145752218398995;1027;20;"\"62\""
"\"201\"";0.135984304449476;5.91950291798173;0.9506;0;1;-22.95741;-0.987065344571828;0.160318450420715;1006;20.1;"\"62\""
"\"202\"";NA;NA;0.9895;0;3;-23.58464;-0.806000058232808;0.591915455220347;425;21.5;"\"63\""
"\"203\"";NA;0;0.9883;0;2;-23.57521;-0.807152760231866;0.590342630723955;449;21.3;"\"63\""
"\"204\"";NA;4.61512051684126;0.9879;0;1;-23.5674;-0.809214011415303;0.587513985985996;458;21.2;"\"63\""
"\"205\"";0;0;0.9659;0.9227;3;-24.34024;-0.997967590763016;-0.0637235261631122;880;19;"\"64\""
"\"206\"";0;0;0.9663;0.0198;2;-24.33415;-0.998280187078165;-0.0586231019921575;874;19;"\"64\""
"\"207\"";0;7.88022068857053;0.9658;0;1;-24.32231;-0.998720764104023;-0.0505651594230312;875;19;"\"64\""
"\"208\"";0.170938761562847;13.1038133440937;0.9134;0.8344;3;-25.13081;0.42752415995237;0.904003922921256;1041;19.9;"\"65\""
"\"209\"";0.103769901529071;11.687420586227;0.9135;0.4927;2;-25.12885;0.422563823904831;0.906333169826045;1039;19.9;"\"65\""
"\"210\"";0.0869843908887725;8.54026731175244;0.9135;0.0851;1;-25.12635;0.417781602310951;0.908547485148957;1042;19.9;"\"65\""
"\"211\"";0.219528723723077;11.0019425864663;0.8498;0.9271;3;13.522;-0.905137765380705;0.425118366671711;228;29.2;"\"66\""
"\"212\"";0.448763316165726;11.4295693190709;0.8498;0.9522;2;13.52344;-0.907554621888633;0.419934052308907;240;29.2;"\"66\""
"\"213\"";0.311720166794816;9.66907743207556;0.8121;0.9699;3;13.19106;-0.51431067326419;0.857603947849201;257;28.9;"\"67\""
"\"214\"";0.352501665184572;10.7243053236974;0.8123;0.9605;2;13.19061;-0.51142622624318;0.859327187461598;259;28.9;"\"67\""
"\"215\"";0.042486347269151;8.51557665050966;0.7794;0.8784;3;12.80572;-0.548052102859542;0.836444195718539;219;29;"\"68\""
"\"216\"";0.193208628860472;11.5874737549023;0.7787;1;2;12.80514;-0.568543001742896;0.822653545041397;243;28.9;"\"68\""
"\"217\"";0.18640276695405;9.40706954359508;0.8314;0.7632;3;31.55473;-0.790586086781031;-0.612350911968175;680;17.4;"\"69\""
"\"218\"";0.055193010071947;10.0759913965237;0.8314;0.7787;2;31.55507;-0.791057362567417;-0.611741979210093;681;17.4;"\"69\""
"\"219\"";0.0239884042620782;9.80740482809061;0.8314;0.8148;1;31.55444;-0.791051245108075;-0.611749889753128;671;17.4;"\"69\""
"\"220\"";0.0497483274734458;9.75838517566256;0.9329;0.0453;3;-5.14567;0.344951706898935;0.938620434418253;181;23.4;"\"70\""
"\"221\"";0.211995761765045;12.0253077967466;0.9445;0.5167;2;-5.13709;0.346575003237636;0.938022263664798;180;23.4;"\"70\""
"\"222\"";0.122972451479687;11.3888002578941;0.9487;0.439;1;-5.12992;0.346968942008883;0.937876619434154;175;23.4;"\"70\""
"\"223\"";-0.0494104947062728;11.4527372516303;0.9808;0.1351;3;-5.12102;0.746021395968815;0.665921974976603;84;23;"\"71\""
"\"224\"";-0.0179150870528385;9.4941828234905;0.9807;0.175;2;-5.12812;0.747311879927292;0.664473441244672;84;23;"\"71\""
"\"225\"";0.0843700025079994;10.591422187341;0.9813;0.3264;1;-5.13616;0.748427140177187;0.663217020172279;83;23;"\"71\""
"\"226\"";NA;13.9948911276254;0.6554;1;3;38.07486;0.75608583570423;-0.654472466225613;355;15.9;"\"72\""
"\"227\"";0.421220652641973;13.8003448297698;0.6496;0.9231;2;38.07808;0.756550320544783;-0.653935480367586;363;15.8;"\"72\""
"\"228\"";0.0991772384041005;10.8942996517744;0.6522;0.9996;1;38.08376;0.749629182704421;-0.661858057621045;371;15.9;"\"72\""
"\"229\"";0.260035242169836;14.8705737543892;0.5639;1;3;38.70364;-0.449716911438958;-0.893171147969864;167;16.2;"\"73\""
"\"230\"";0.114949993738167;14.3012335836659;0.5639;1;2;38.70527;-0.44903797155361;-0.89351267484184;174;16.2;"\"73\""
"\"231\"";-0.002776077195946;11.831007975427;0.5639;0.9937;1;38.7083;-0.448430279163967;-0.893817814058842;181;16.2;"\"73\""
"\"232\"";0.418789588841889;13.9553204792477;0.6467;0.8708;3;37.58968;-0.218032844564605;-0.975941431998389;269;16.3;"\"74\""
"\"233\"";0.295154963292533;12.5936615113063;0.6467;0.4027;2;37.585;-0.212632582141097;-0.977132224937858;275;16.3;"\"74\""
"\"234\"";0.326709138226289;14.0822700847645;0.6461;1;1;37.58949;-0.204524942328884;-0.978861352779527;272;16.3;"\"74\""
"\"235\"";NA;14.0061317440189;0.5214;1;3;38.85531;-0.837809369818505;-0.545962874053099;12;16.6;"\"75\""
"\"236\"";NA;14.7555182070807;0.5247;1;2;38.84673;-0.841507921162617;-0.540244776578702;18;16.6;"\"75\""
"\"237\"";0.3172067883816;13.9862709409861;0.5247;0.8918;1;38.8468;-0.842872045786625;-0.538114034783957;16;16.6;"\"75\""
"\"238\"";0.372618910892221;14.0167115003805;0.6032;0.9263;3;38.10917;-0.61629424649059;-0.787515969198464;126;16.5;"\"76\""
"\"239\"";0.064038040534439;11.5755235704658;0.6012;0.4715;2;38.10661;-0.61575859318558;-0.787934867180096;138;16.5;"\"76\""
"\"240\"";0.179845130911117;13.1294026331231;0.608;0.9709;1;38.10872;-0.611194069285623;-0.791480770246555;106;16.5;"\"76\""
"\"241\"";0.13591607916172;7.97692107869478;0.8802;0.5008;3;-33.09214;-0.968529916182379;-0.248897170453489;892;15.8;"\"77\""
"\"242\"";0.110767446520392;7.94216164563285;0.8796;0.7303;2;-33.08915;-0.96774864424547;-0.251917767458064;898;15.7;"\"77\""
"\"243\"";0.0744961281372334;8.37750329451014;0.8812;0.58;0;-33.16652;-0.962090078346653;-0.272731885094009;747;16.4;"\"77\""
"\"244\"";0.0539145153133726;6.9793025952633;0.8506;0.5933;3;-32.58716;0.933543837353949;-0.358463252982037;653;18.3;"\"78\""
"\"245\"";0.0534121851166267;7.45200533259328;0.8506;0.4402;2;-32.59074;0.932482310211741;-0.361215643545755;651;18.3;"\"78\""
"\"246\"";0.051964185555747;6.88375902984047;0.854;0.1838;0;-32.62215;0.902786548800266;-0.4300888830292;597;18.6;"\"78\""
"\"247\"";0.0809031666433516;11.2850478641351;0.7717;0.181;3;-24.15138;-0.545170467724563;0.838325212027517;965;20.5;"\"79\""
"\"248\"";0.099757602262385;11.9623765823784;0.7721;0.5081;2;-24.14875;-0.543467545416866;0.839430179990311;964;20.5;"\"79\""
"\"249\"";0.137876685142329;13.0422458198441;0.7721;0.5443;1;-24.14367;-0.542972187048883;0.839750679720685;964;20.5;"\"79\""
"\"250\"";0.199588648972644;11.3523976997231;0.7729;0.4132;0;-24.13912;-0.549889926049385;0.835237133531192;964;20.5;"\"79\""
"\"251\"";0.114166695568038;8.34093218338837;0.597;0.1766;3;-23.84714;-0.146807682663418;-0.98916505412949;1244;18.3;"\"80\""
"\"252\"";0.0924938982805697;9.19792125870758;0.597;0.1615;2;-23.84849;-0.149547103139445;-0.988754602488707;1250;18.3;"\"80\""
"\"253\"";0.0887185465453073;7.14601343323316;0.597;0.016;1;-23.84961;-0.151840609298446;-0.988404992585467;1250;18.3;"\"80\""
"\"254\"";0.071402587843359;7.59914735900023;0.6033;0.0726;0;-23.82898;-0.157422644235318;-0.987531321570086;1223;18.4;"\"80\""
"\"255\"";0.0338574257317311;6.73050250053339;0.7081;0.082;3;-26.08351;0.470350185166869;0.88247986000446;1514;16.7;"\"81\""
"\"256\"";0.0524239351113343;7.48672880104303;0.7079;0.0134;2;-26.08095;0.470800188706923;0.88223986665392;1516;16.8;"\"81\""
"\"257\"";0.0654100387447243;6.18551147932529;0.7079;0.0607;1;-26.07894;0.473515250102296;0.880785619728524;1514;16.8;"\"81\""
"\"258\"";0.044846386405518;6.04937476160832;0.7082;0.0435;0;-26.07565;0.475574990182098;0.879675183640699;1518;16.8;"\"81\""
"\"259\"";0.170732250386146;10.217436095843;0.7105;0.3968;3;-23.85603;0.984603279481561;-0.174803838728315;365;22.5;"\"82\""
"\"260\"";0.12112679678086;9.58409442092822;0.7071;0.3096;2;-23.84789;0.982114260344571;-0.18828589864309;399;22.3;"\"82\""
"\"261\"";0.125379602276166;9.96726598803454;0.7129;0.4476;1;-23.83262;0.979365933784856;-0.202094947343364;388;22.4;"\"82\""
"\"262\"";0.181295424923248;10.6753686439716;0.727;0.2533;3;-23.14474;-0.279631435274871;-0.960107421284783;894;20;"\"83\""
"\"263\"";0.0872352159311605;8.44325855529395;0.727;0.1598;2;-23.14224;-0.277287943085037;-0.960786863263476;892;20;"\"83\""
"\"264\"";0.125092257420717;8.67921115413055;0.7281;0.1267;1;-23.13721;-0.278642376475321;-0.960394932323253;894;20;"\"83\""
"\"265\"";0.168511237412752;9.85059215754731;0.7127;0.1436;0;-23.14033;-0.229253034065714;-0.973366861143148;877;20.1;"\"83\""
"\"266\"";0.0755577641435857;7.01406762639527;0.7496;0.4734;3;40.18425;-0.884634224107206;0.466285630851135;598;14.9;"\"84\""
"\"267\"";0.031475055740092;8.16610635222509;0.7483;0.665;2;40.18608;-0.885838935435144;0.463992866827853;595;14.9;"\"84\""
"\"268\"";0.0441439937499868;8.31035614348712;0.7476;0.5471;1;40.18089;-0.890111141674915;0.455743519390216;598;14.9;"\"84\""
"\"269\"";0.14221454184466;12.7225097388335;0.6919;0.6133;3;39.76372;0.942636115664524;0.33382203858478;354;16;"\"85\""
"\"270\"";0.233396673056353;13.3385900990569;0.6882;0.6993;2;39.75716;0.941623676034493;0.336667273032719;363;15.9;"\"85\""
"\"271\"";0.19559600613851;12.225105894442;0.6882;0.7857;1;39.75359;0.941367536990716;0.33738280972811;359;15.9;"\"85\""
"\"272\"";0.232053400597036;12.6834589822567;0.6882;0.8002;0;39.75214;0.941232508561021;0.33775932974224;358;15.9;"\"85\""
"\"273\"";0.0281580804592822;8.58352441104442;0.7642;0.745;3;39.73394;-0.296923257867953;0.954901345133141;586;15.3;"\"86\""
"\"274\"";0.144593900817159;10.7189250583124;0.7642;0.6175;2;39.73596;-0.295471465376574;0.955351565209489;588;15.3;"\"86\""
"\"275\"";0.212172139335074;12.2659896788296;0.7642;0.5805;1;39.73832;-0.293913850495866;0.955831914348278;610;15.3;"\"86\""
"\"276\"";0.239004301435271;12.879142454264;0.7642;0.9844;0;39.74101;-0.295758057545622;0.955262880780385;597;15.3;"\"86\""
"\"277\"";0.0368862796793027;7.21509091852785;0.7796;0.2938;3;41.40449;0.772161828594994;-0.635425928382557;396;14.8;"\"87\""
"\"278\"";0.0766971354660386;7.33339534208474;0.7821;0.307;2;41.40368;0.761916043530736;-0.647675800544123;398;14.8;"\"87\""
"\"279\"";0.0807563773578852;7.39676806252225;0.7855;0.1688;1;41.39765;0.754634124059508;-0.656145821296562;411;14.7;"\"87\""
"\"280\"";0.0502166167374317;9.83120640066471;0.7335;0.4885;3;41.77501;0.83914879295203;-0.543901924327493;561;13.8;"\"88\""
"\"281\"";0.0746367375214774;8.25139227066753;0.7357;0.3341;2;41.76775;0.835820889538632;-0.549002222774052;562;13.8;"\"88\""
"\"282\"";0.0709292162214323;9.90834223418358;0.7369;0.9266;1;41.77076;0.829709093042547;-0.55819604165787;525;13.9;"\"88\""
"\"283\"";0.052383723857562;10.6826812756217;0.8602;0.4716;3;36.73875;-0.555607690708131;-0.831444582654778;51;17.7;"\"89\""
"\"284\"";0.136795194606818;10.7016197358863;0.8541;0.7148;2;36.74239;-0.556089835085823;-0.83112219036326;79;17.4;"\"89\""
"\"285\"";0.102329617656574;10.0342195998475;0.8541;0.173;1;36.74469;-0.557750966179087;-0.830008349190714;112;17.4;"\"89\""
"\"286\"";0.052537744165215;10.1740622369928;0.8541;0.3949;0;36.7463;-0.558481157470944;-0.829517207024613;125;17.4;"\"89\""
"\"287\"";0.196992574050207;11.7741460780429;0.6187;0.8345;3;37.61938;-0.813310195413821;0.581830324094519;1254;11.9;"\"90\""
"\"288\"";0.237914106328037;12.7241046382396;0.6575;0.9384;2;37.61767;-0.816521038057411;0.577315680030993;1194;12.6;"\"90\""
"\"289\"";0.268886700885509;12.1055685155253;0.6153;0.8581;1;37.61573;-0.820359260622825;0.571848479503419;1146;11.7;"\"90\""
"\"290\"";0.263645785745287;12.2854632116269;0.6301;0.9156;0;37.61469;-0.824591069245186;0.565729236049437;1136;12;"\"90\""
"\"291\"";0.165882860296502;9.74921456808733;0.8036;0.4595;3;37.11645;-0.784868368035726;-0.619662524973825;702;15.4;"\"91\""
"\"292\"";0.258327796073201;10.3203436343902;0.7827;0.1829;2;37.11946;-0.792473349689723;-0.609906542046854;837;14.7;"\"91\""
"\"293\"";0.0794700191521604;10.4981554884816;0.7804;0.103;1;37.1226;-0.800712507983993;-0.59904881233334;871;14.6;"\"91\""
"\"294\"";0;2.80169399158575;0.9367;0.4396;3;32.96496;-0.804827215732685;-0.593509185115087;362;20.2;"\"92\""
"\"295\"";0.047098000512362;6.83164530415774;0.937;0.3146;2;32.96282;-0.799561228072937;-0.600584584020017;364;20.2;"\"92\""
"\"296\"";0.0639787907356234;4.16564921401697;0.9362;0.0947;1;32.96191;-0.795937296379975;-0.605379071517454;367;20.1;"\"92\""
"\"297\"";0.151887152281523;7.15144946294655;0.9362;0.2094;0;32.9631;-0.792742006335418;-0.609557307717081;370;20.1;"\"92\""
"\"298\"";0.0137201928408481;4.12185900318478;0.9428;0.0693;3;32.62329;0.200232981621841;-0.979748311083427;110;20.2;"\"93\""
"\"299\"";0.0392166388736751;4.87545116030037;0.942;0.0763;2;32.65279;0.213802395204271;-0.976876929712703;96;20.2;"\"93\""
"\"300\"";0.066313066804127;8.08091212535163;0.9409;0.2672;0;32.67423;0.241698349693052;-0.970351435179881;99;20.3;"\"93\""
"\"301\"";0.0970637464561005;8.12937439734483;0.8783;0.346;3;38.20255;-0.970005504101873;-0.243082952944199;1454;12.3;"\"94\""
"\"302\"";0.096379674179926;9.22086092646689;0.871;0.6276;2;38.1843;-0.969143844502594;-0.246495859321678;1531;12.1;"\"94\""
"\"303\"";0.107164977960237;8.17209384809451;0.8707;0.247;1;38.16517;-0.975284155851228;-0.220954328641821;1507;11.9;"\"94\""
"\"304\"";0.178195760951443;9.17790013432339;0.9089;0.8271;3;36.97022;0.079596508368792;0.996827164485146;1345;14.1;"\"95\""
"\"305\"";0.110172243649425;8.43329251713565;0.9078;0.5092;2;36.96982;0.0837625384125342;0.996485743580253;1350;14.1;"\"95\""
"\"306\"";0.190195860201286;11.2706967661469;0.9065;0.5455;1;36.97043;0.0952163331401889;0.995456603726821;1381;14;"\"95\""
"\"307\"";0.0912247827848641;9.13323242119933;0.922;0.4738;0;36.97692;-0.0146586774185464;0.999892555816043;1216;15.1;"\"95\""
"\"308\"";0.0785227367673019;8.8479547035771;0.8438;0.3133;3;29.47739;-0.971758972729859;0.23597563204494;1314;18.4;"\"96\""
"\"309\"";0.120296921548973;9.75037644366675;0.8438;0.4735;2;29.47733;-0.971130225950146;0.238549961739713;1304;18.4;"\"96\""
"\"310\"";0.212117982662452;10.7443427721142;0.8438;0.4878;1;29.47818;-0.97069445687403;0.240317022688845;1300;18.4;"\"96\""
"\"311\"";0.0872288985265284;9.05317754801474;0.8446;0.5332;0;29.47967;-0.969674122867083;0.244401504582017;1295;18.4;"\"96\""
"\"312\"";0.146706103065535;11.7043902446786;0.8259;0.6035;3;31.85045;-0.62810011474767;0.778132537460016;1097;18.7;"\"97\""
"\"313\"";0.175981070641684;12.4151996369956;0.8219;0.5153;2;31.84871;-0.627897779060429;0.778295817187129;1099;18.6;"\"97\""
"\"314\"";0.135662433202182;12.0382123039296;0.8219;0.4785;1;31.84646;-0.628037862134822;0.778182782979116;1104;18.6;"\"97\""
"\"315\"";0.176912249402835;10.3665321297395;0.8171;0.2081;0;31.83848;-0.630788688277439;0.775954657658054;941;18.5;"\"97\""
"\"316\"";0.153961823019053;11.8683694351707;0.8512;0.5934;3;31.88319;-0.593643714320576;0.8047279915895;944;19.3;"\"98\""
"\"317\"";0.130948289456601;11.6966122612755;0.8535;0.3553;2;31.88452;-0.596994258922034;0.802245507817982;948;19.3;"\"98\""
"\"318\"";0.136201204123581;11.6131117349242;0.8518;0.2626;1;31.8855;-0.600670264116737;0.799496862911875;1142;19.3;"\"98\""
"\"319\"";0.163056851383295;11.4816706523843;0.8518;0.1553;0;31.88529;-0.601477449439144;0.798889778264925;950;19.3;"\"98\""
"\"320\"";0.210254729709216;12.0907781559944;0.7788;0.4938;3;31.7861;-0.641888982202177;0.766797583803871;1296;17.6;"\"99\""
"\"321\"";0.131942931790705;10.973030762141;0.7788;0.1135;2;31.78614;-0.643551420358219;0.765402880419795;1307;17.6;"\"99\""
"\"322\"";0.248921796733796;13.3623352579639;0.7753;0.3763;0;31.78635;-0.645921073225074;0.763404196454126;1316;17.3;"\"99\""
"\"323\"";0.120988492994975;10.1842179974174;0.8839;0.2283;3;32.57111;0.999999338494687;0.00115022179934171;1327;15.2;"\"100\""
"\"324\"";0.239757959095065;10.4297809903619;0.8842;0.4097;2;32.57397;0.999982887499772;0.00585018868228728;1327;15.2;"\"100\""
"\"325\"";0.189070849636153;10.8139966116131;0.8844;0.27;1;32.5785;0.999972987239502;0.00735015586959276;1326;15.2;"\"100\""
"\"326\"";0.196293311509777;10.5414148103414;0.8842;0.4398;0;32.60116;0.999829807674643;-0.0184487312649494;1319;15.1;"\"100\""
